iter	Passed	Remaining
1666	44123	35256
1667	44148	35228
1668	44174	35202
1669	44199	35174
1670	44224	35146
1671	44248	35118
1672	44274	35091
1673	44299	35063
1674	44322	35035
1675	44349	35008
1676	44376	34982
1677	44404	34957
1678	44431	34931
1679	44459	34906
1680	44490	34883
1681	44526	34863
1682	44559	34842
1683	44589	34818
1684	44619	34795
1685	44655	34776
1686	44692	34757
1687	44720	34732
1688	44747	34706
1689	44772	34678
1690	44797	34651
1691	44822	34623
1692	44847	34596
1693	44875	34570
1694	44903	34545
1695	44929	34518
1696	44958	34493
1697	44986	34468
1698	45016	34444
1699	45045	34420
1700	45074	34395
1701	45103	34370
1702	45130	34344
1703	45159	34320
1704	45183	34291
1705	45212	34266
1706	45241	34242
1707	45268	34216
1708	45296	34191
1709	45328	34168
1710	45358	34144
1711	45388	34120
1712	45416	34095
1713	45442	34068
1714	45474	34046
1715	45498	34017
1716	45525	33991
1717	45550	33964
1718	45575	33936
1719	45600	33908
1720	45626	33881
1721	45652	33854
1722	45678	33828
1723	45703	33800
1724	45728	33772
1725	45753	33744
1726	45781	33719
1727	45813	33696
1728	45852	33679
1729	45893	33663
1730	45929	33644
1731	45959	33620
1732	45987	33595
1733	46016	33570
1734	46044	33545
1735	46073	33520
1736	46098	33492
1737	46124	33465
1738	46150	33438
1739	46176	33411
1740	46203	33385
1741	46230	33359
1742	46257	33332
1743	46283	33305
1744	46306	33277
1745	46331	33249
1746	46364	33227
1747	46397	33205
1748	46430	33183
1749	46462	33161
1750	46500	33142
1751	46532	33120
1752	46560	33094
1753	46588	33068
1754	46615	33042
1755	46644	33017
1756	46669	32990
1757	46697	32964
1758	46727	32940
1759	46757	32915
1760	46784	32889
1761	46812	32864
1762	46841	32839
1763	46867	32812
1764	46896	32787
1765	46926	32763
1766	46952	32736
1767	46982	32712
1768	47012	32688
1769	47043	32664
1770	47067	32636
1771	47096	32611
1772	47123	32585
1773	47151	32559
1774	47176	32531
1775	47202	32504
1776	47231	32479
1777	47258	32453
1778	47284	32426
1779	47310	32399
1780	47336	32372
1781	47365	32347
1782	47389	32319
1783	47414	32291
1784	47440	32264
1785	47465	32236
1786	47490	32209
1787	47517	32183
1788	47544	32157
1789	47570	32129
1790	47595	32102
1791	47619	32074
1792	47646	32047
1793	47672	32021
1794	47698	31993
1795	47725	31967
1796	47752	31941
1797	47782	31916
1798	47809	31890
1799	47836	31864
1800	47860	31836
1801	47889	31811
1802	47916	31785
1803	47942	31758
1804	47967	31730
1805	47989	31700
1806	48015	31673
1807	48043	31648
1808	48069	31621
1809	48096	31594
1810	48121	31567
1811	48145	31538
1812	48172	31512
1813	48198	31485
1814	48222	31457
1815	48249	31431
1816	48274	31403
1817	48303	31378
1818	48330	31352
1819	48356	31325
1820	48380	31297
1821	48404	31268
1822	48429	31241
1823	48456	31215
1824	48483	31188
1825	48508	31161
1826	48535	31134
1827	48565	31110
1828	48598	31087
1829	48628	31064
1830	48662	31041
1831	48696	31019
1832	48728	30996
1833	48765	30977
1834	48792	30950
1835	48816	30922
1836	48842	30895
1837	48870	30869
1838	48895	30842
1839	48920	30814
1840	48950	30790
1841	48975	30762
1842	49002	30736
1843	49025	30707
1844	49052	30680
1845	49078	30653
1846	49106	30628
1847	49131	30600
1848	49155	30572
1849	49180	30544
1850	49206	30518
1851	49232	30491
1852	49258	30464
1853	49283	30436
1854	49315	30413
1855	49342	30387
1856	49368	30360
1857	49394	30333
1858	49422	30307
1859	49448	30280
1860	49472	30252
1861	49498	30225
1862	49525	30199
1863	49547	30169
1864	49572	30142
1865	49598	30115
1866	49624	30088
1867	49649	30061
1868	49675	30033
1869	49701	30006
1870	49728	29980
1871	49754	29953
1872	49782	29927
1873	49810	29902
1874	49838	29876
1875	49865	29850
1876	49890	29822
1877	49916	29795
1878	49943	29769
1879	49967	29741
1880	49994	29715
1881	50019	29687
1882	50045	29660
1883	50071	29633
1884	50095	29605
1885	50121	29578
1886	50145	29550
1887	50170	29523
1888	50197	29496
1889	50223	29469
1890	50246	29441
1891	50273	29414
1892	50301	29389
1893	50330	29363
1894	50357	29337
1895	50382	29309
1896	50414	29286
1897	50444	29261
1898	50477	29238
1899	50513	29217
1900	50551	29198
1901	50594	29180
1902	50621	29154
1903	50647	29127
1904	50671	29099
1905	50697	29072
1906	50721	29044
1907	50748	29018
1908	50774	28991
1909	50802	28965
1910	50826	28937
1911	50851	28909
1912	50882	28885
1913	50905	28857
1914	50932	28830
1915	50958	28803
1916	50983	28776
1917	51010	28750
1918	51039	28724
1919	51066	28698
1920	51095	28673
1921	51119	28645
1922	51146	28618
1923	51173	28592
1924	51203	28567
1925	51231	28541
1926	51257	28514
1927	51283	28487
1928	51309	28461
1929	51337	28435
1930	51364	28408
1931	51390	28381
1932	51416	28355
1933	51441	28327
1934	51468	28301
1935	51497	28275
1936	51523	28248
1937	51548	28221
1938	51575	28194
1939	51600	28167
1940	51624	28139
1941	51649	28111
1942	51675	28085
1943	51699	28057
1944	51728	28031
1945	51754	28004
1946	51780	27978
1947	51805	27950
1948	51830	27922
1949	51857	27896
1950	51884	27870
1951	51908	27842
1952	51936	27816
1953	51964	27790
1954	51989	27763
1955	52017	27737
1956	52043	27710
1957	52071	27684
1958	52100	27659
1959	52130	27634
1960	52159	27609
1961	52186	27582
1962	52212	27555
1963	52239	27529
1964	52266	27503
1965	52294	27477
1966	52318	27449
1967	52345	27422
1968	52373	27397
1969	52397	27369
1970	52427	27343
1971	52456	27318
1972	52483	27292
1973	52508	27264
1974	52534	27238
1975	52562	27212
1976	52588	27185
1977	52615	27158
1978	52644	27133
1979	52683	27113
1980	52716	27089
1981	52751	27067
1982	52783	27043
1983	52819	27022
1984	52857	27001
1985	52883	26974
1986	52914	26949
1987	52940	26923
1988	52968	26896
1989	52995	26870
1990	53020	26843
1991	53046	26816
1992	53075	26790
1993	53103	26764
1994	53130	26738
1995	53159	26712
1996	53187	26686
1997	53215	26660
1998	53242	26634
1999	53268	26607
2000	53294	26580
2001	53321	26554
2002	53345	26526
2003	53381	26504
2004	53409	26478
2005	53438	26452
2006	53464	26426
2007	53492	26400
2008	53519	26373
2009	53545	26346
2010	53569	26318
2011	53595	26291
2012	53624	26265
2013	53649	26238
2014	53675	26211
2015	53703	26185
2016	53729	26158
2017	53755	26131
2018	53780	26104
2019	53808	26078
2020	53832	26050
2021	53858	26023
2022	53884	25996
2023	53910	25969
2024	53935	25942
2025	53963	25916
2026	53988	25888
2027	54016	25862
2028	54044	25837
2029	54067	25808
2030	54093	25781
2031	54118	25754
2032	54147	25728
2033	54175	25702
2034	54201	25676
2035	54227	25648
2036	54255	25622
2037	54279	25595
2038	54308	25569
2039	54333	25541
2040	54363	25517
2041	54388	25489
2042	54414	25462
2043	54439	25435
2044	54464	25407
2045	54491	25381
2046	54523	25357
2047	54555	25333
2048	54591	25310
2049	54619	25284
2050	54659	25264
2051	54691	25240
2052	54716	25212
2053	54743	25186
2054	54770	25159
2055	54797	25133
2056	54826	25107
2057	54849	25079
2058	54875	25052
2059	54903	25026
2060	54930	24999
2061	54958	24973
2062	54987	24948
2063	55013	24921
2064	55042	24895
2065	55067	24868
2066	55091	24840
2067	55117	24813
2068	55143	24786
2069	55167	24758
2070	55197	24733
2071	55224	24706
2072	55249	24679
2073	55277	24653
2074	55304	24627
2075	55327	24598
2076	55352	24571
2077	55378	24544
2078	55405	24518
2079	55434	24492
2080	55459	24465
2081	55484	24437
2082	55511	24411
2083	55539	24385
2084	55567	24358
2085	55594	24332
2086	55623	24307
2087	55650	24280
2088	55677	24254
2089	55705	24227
2090	55734	24202
2091	55759	24174
2092	55784	24147
2093	55811	24120
2094	55838	24094
2095	55864	24067
2096	55890	24040
2097	55917	24014
2098	55943	23987
2099	55971	23960
2100	55998	23934
2101	56026	23908
2102	56057	23883
2103	56083	23856
2104	56111	23830
2105	56136	23803
2106	56162	23776
2107	56191	23750
2108	56219	23724
2109	56247	23698
2110	56275	23672
2111	56303	23646
2112	56328	23618
2113	56354	23592
2114	56380	23565
2115	56407	23538
2116	56435	23512
2117	56458	23484
2118	56486	23458
2119	56510	23430
2120	56535	23403
2121	56564	23377
2122	56590	23350
2123	56617	23324
2124	56644	23297
2125	56670	23270
2126	56695	23243
2127	56734	23221
2128	56761	23195
2129	56793	23170
2130	56828	23147
2131	56860	23122
2132	56895	23099
2133	56932	23077
2134	56959	23050
2135	56986	23023
2136	57015	22998
2137	57042	22971
2138	57069	22945
2139	57094	22917
2140	57125	22893
2141	57153	22866
2142	57179	22839
2143	57206	22813
2144	57232	22786
2145	57260	22759
2146	57286	22733
2147	57313	22706
2148	57339	22679
2149	57366	22653
2150	57392	22626
2151	57422	22600
2152	57455	22576
2153	57485	22551
2154	57513	22524
2155	57541	22498
2156	57569	22472
2157	57595	22445
2158	57620	22418
2159	57647	22391
2160	57675	22365
2161	57701	22338
2162	57729	22312
2163	57756	22285
2164	57780	22258
2165	57809	22232
2166	57836	22205
2167	57862	22178
2168	57888	22152
2169	57914	22124
2170	57940	22097
2171	57967	22071
2172	57995	22045
2173	58022	22018
2174	58048	21991
2175	58075	21965
2176	58100	21937
2177	58127	21911
2178	58150	21883
2179	58179	21857
2180	58204	21829
2181	58231	21803
2182	58258	21776
2183	58287	21751
2184	58309	21722
2185	58335	21695
2186	58361	21668
2187	58386	21641
2188	58413	21614
2189	58437	21587
2190	58463	21560
2191	58486	21532
2192	58512	21505
2193	58538	21478
2194	58564	21451
2195	58594	21425
2196	58628	21401
2197	58661	21377
2198	58695	21353
2199	58730	21329
2200	58763	21305
2201	58791	21279
2202	58819	21252
2203	58847	21226
2204	58872	21199
2205	58900	21173
2206	58927	21146
2207	58955	21120
2208	58983	21094
2209	59011	21067
2210	59036	21040
2211	59062	21013
2212	59086	20986
2213	59113	20959
2214	59139	20932
2215	59166	20905
2216	59192	20878
2217	59217	20851
2218	59242	20824
2219	59268	20797
2220	59296	20771
2221	59321	20743
2222	59347	20716
2223	59376	20690
2224	59403	20664
2225	59426	20636
2226	59454	20610
2227	59477	20582
2228	59505	20555
2229	59531	20529
2230	59556	20501
2231	59583	20475
2232	59610	20448
2233	59640	20422
2234	59667	20396
2235	59696	20370
2236	59724	20344
2237	59752	20317
2238	59778	20291
2239	59804	20264
2240	59831	20237
2241	59858	20210
2242	59886	20184
2243	59914	20158
2244	59941	20131
2245	59969	20105
2246	59993	20077
2247	60018	20050
2248	60045	20023
2249	60069	19996
2250	60098	19970
2251	60125	19943
2252	60152	19917
2253	60178	19890
2254	60206	19864
2255	60233	19837
2256	60260	19811
2257	60288	19784
2258	60317	19758
2259	60343	19731
2260	60370	19705
2261	60394	19677
2262	60421	19650
2263	60446	19623
2264	60473	19597
2265	60501	19570
2266	60525	19543
2267	60554	19517
2268	60583	19491
2269	60610	19464
2270	60636	19437
2271	60664	19411
2272	60690	19384
2273	60716	19357
2274	60743	19331
2275	60771	19304
2276	60800	19278
2277	60839	19255
2278	60865	19229
2279	60903	19205
2280	60937	19181
2281	60969	19156
2282	61010	19134
2283	61042	19109
2284	61070	19082
2285	61100	19057
2286	61128	19030
2287	61156	19004
2288	61184	18978
2289	61212	18951
2290	61239	18925
2291	61266	18898
2292	61293	18871
2293	61322	18845
2294	61348	18818
2295	61375	18792
2296	61401	18765
2297	61427	18738
2298	61454	18711
2299	61481	18685
2300	61506	18657
2301	61532	18630
2302	61571	18607
2303	61599	18581
2304	61629	18555
2305	61656	18528
2306	61680	18501
2307	61706	18474
2308	61731	18447
2309	61755	18419
2310	61781	18392
2311	61809	18366
2312	61834	18339
2313	61863	18313
2314	61891	18286
2315	61921	18260
2316	61947	18233
2317	61975	18207
2318	62004	18181
2319	62032	18155
2320	62059	18128
2321	62085	18101
2322	62113	18075
2323	62138	18047
2324	62164	18021
2325	62189	17993
2326	62218	17967
2327	62245	17941
2328	62271	17914
2329	62294	17886
2330	62321	17859
2331	62347	17832
2332	62374	17805
2333	62400	17779
2334	62427	17752
2335	62453	17725
2336	62481	17698
2337	62509	17672
2338	62538	17646
2339	62564	17619
2340	62589	17592
2341	62616	17565
2342	62638	17537
2343	62666	17511
2344	62697	17485
2345	62730	17460
2346	62762	17435
2347	62795	17410
2348	62834	17387
2349	62868	17362
2350	62897	17336
2351	62923	17309
2352	62949	17282
2353	62975	17255
2354	63000	17228
2355	63026	17201
2356	63052	17174
2357	63078	17147
2358	63105	17120
2359	63133	17094
2360	63160	17067
2361	63187	17040
2362	63215	17014
2363	63245	16988
2364	63270	16961
2365	63299	16935
2366	63328	16908
2367	63355	16882
2368	63385	16856
2369	63408	16828
2370	63434	16801
2371	63460	16774
2372	63488	16748
2373	63513	16721
2374	63537	16693
2375	63563	16666
2376	63590	16640
2377	63617	16613
2378	63643	16586
2379	63667	16558
2380	63696	16532
2381	63720	16505
2382	63747	16478
2383	63775	16452
2384	63800	16425
2385	63825	16397
2386	63854	16371
2387	63882	16345
2388	63910	16318
2389	63936	16291
2390	63963	16265
2391	63992	16238
2392	64018	16211
2393	64047	16185
2394	64072	16158
2395	64097	16131
2396	64125	16104
2397	64150	16077
2398	64179	16051
2399	64205	16024
2400	64229	15997
2401	64255	15970
2402	64280	15943
2403	64308	15916
2404	64334	15889
2405	64361	15862
2406	64389	15836
2407	64413	15809
2408	64441	15782
2409	64469	15756
2410	64496	15729
2411	64521	15702
2412	64545	15674
2413	64573	15648
2414	64599	15621
2415	64625	15594
2416	64652	15567
2417	64680	15541
2418	64705	15514
2419	64731	15487
2420	64760	15461
2421	64787	15434
2422	64813	15407
2423	64839	15380
2424	64866	15353
2425	64892	15327
2426	64926	15301
2427	64955	15275
2428	64988	15250
2429	65022	15225
2430	65052	15199
2431	65087	15174
2432	65117	15148
2433	65142	15121
2434	65170	15094
2435	65199	15068
2436	65227	15042
2437	65252	15015
2438	65279	14988
2439	65307	14961
2440	65333	14934
2441	65359	14907
2442	65384	14880
2443	65408	14853
2444	65435	14826
2445	65459	14799
2446	65485	14772
2447	65509	14745
2448	65535	14718
2449	65560	14690
2450	65587	14664
2451	65614	14637
2452	65646	14611
2453	65674	14585
2454	65701	14558
2455	65728	14531
2456	65753	14504
2457	65781	14478
2458	65805	14451
2459	65831	14424
2460	65858	14397
2461	65884	14370
2462	65913	14344
2463	65938	14317
2464	65967	14290
2465	65993	14263
2466	66020	14237
2467	66048	14210
2468	66074	14183
2469	66101	14157
2470	66128	14130
2471	66154	14103
2472	66183	14076
2473	66212	14050
2474	66238	14023
2475	66264	13996
2476	66291	13970
2477	66316	13943
2478	66340	13915
2479	66367	13889
2480	66393	13862
2481	66419	13835
2482	66445	13808
2483	66470	13781
2484	66496	13754
2485	66521	13727
2486	66549	13700
2487	66574	13673
2488	66600	13646
2489	66624	13619
2490	66652	13592
2491	66681	13566
2492	66705	13539
2493	66730	13511
2494	66754	13484
2495	66786	13459
2496	66819	13433
2497	66854	13408
2498	66884	13382
2499	66926	13358
2500	66952	13331
2501	66983	13305
2502	67010	13278
2503	67040	13252
2504	67067	13226
2505	67091	13198
2506	67118	13172
2507	67146	13145
2508	67173	13118
2509	67199	13091
2510	67225	13064
2511	67256	13039
2512	67284	13012
2513	67307	12985
2514	67335	12958
2515	67359	12931
2516	67387	12904
2517	67413	12877
2518	67441	12851
2519	67467	12824
2520	67493	12797
2521	67519	12770
2522	67547	12743
2523	67572	12716
2524	67599	12690
2525	67625	12663
2526	67654	12636
2527	67681	12610
2528	67707	12583
2529	67736	12556
2530	67762	12529
2531	67789	12503
2532	67815	12476
2533	67839	12448
2534	67866	12422
2535	67891	12395
2536	67918	12368
2537	67948	12342
2538	67975	12315
2539	68003	12288
2540	68028	12261
2541	68055	12235
2542	68079	12207
2543	68103	12180
2544	68129	12153
2545	68156	12126
2546	68182	12099
2547	68207	12072
2548	68233	12045
2549	68261	12019
2550	68287	11992
2551	68312	11965
2552	68337	11938
2553	68364	11911
2554	68390	11884
2555	68417	11857
2556	68440	11830
2557	68467	11803
2558	68492	11776
2559	68516	11749
2560	68544	11723
2561	68570	11695
2562	68597	11669
2563	68620	11641
2564	68644	11614
2565	68669	11587
2566	68696	11560
2567	68723	11534
2568	68750	11507
2569	68779	11481
2570	68807	11454
2571	68832	11427
2572	68860	11400
2573	68885	11373
2574	68906	11346
2575	68930	11318
2576	68956	11292
2577	68987	11266
2578	69022	11240
2579	69057	11215
2580	69090	11189
2581	69120	11163
2582	69157	11137
2583	69193	11112
2584	69218	11085
2585	69244	11058
2586	69271	11031
2587	69299	11005
2588	69325	10978
2589	69349	10951
2590	69377	10924
2591	69402	10897
2592	69427	10870
2593	69451	10843
2594	69478	10816
2595	69506	10790
2596	69533	10763
2597	69558	10736
2598	69584	10709
2599	69610	10682
2600	69635	10655
2601	69660	10628
2602	69685	10601
2603	69717	10575
2604	69748	10549
2605	69774	10522
2606	69801	10495
2607	69828	10468
2608	69854	10442
2609	69880	10415
2610	69906	10388
2611	69933	10361
2612	69959	10334
2613	69984	10307
2614	70012	10280
2615	70037	10253
2616	70063	10227
2617	70090	10200
2618	70116	10173
2619	70142	10146
2620	70167	10119
2621	70194	10092
2622	70219	10065
2623	70247	10039
2624	70272	10012
2625	70298	9985
2626	70326	9958
2627	70353	9931
2628	70378	9904
2629	70401	9877
2630	70429	9851
2631	70458	9824
2632	70485	9797
2633	70510	9770
2634	70537	9744
2635	70563	9717
2636	70587	9690
2637	70612	9663
2638	70641	9636
2639	70668	9609
2640	70693	9582
2641	70718	9555
2642	70745	9529
2643	70769	9501
2644	70795	9475
2645	70819	9447
2646	70846	9421
2647	70877	9395
2648	70908	9368
2649	70941	9342
2650	70977	9317
2651	71013	9291
2652	71041	9265
2653	71065	9237
2654	71091	9211
2655	71114	9183
2656	71140	9156
2657	71168	9130
2658	71194	9103
2659	71222	9076
2660	71250	9050
2661	71277	9023
2662	71303	8996
2663	71329	8969
2664	71356	8942
2665	71383	8916
2666	71411	8889
2667	71436	8862
2668	71461	8835
2669	71488	8808
2670	71513	8781
2671	71541	8755
2672	71568	8728
2673	71593	8701
2674	71618	8674
2675	71645	8647
2676	71671	8620
2677	71697	8594
2678	71723	8567
2679	71751	8540
2680	71776	8513
2681	71802	8486
2682	71827	8459
2683	71855	8433
2684	71880	8406
2685	71905	8379
2686	71934	8352
2687	71958	8325
2688	71985	8298
2689	72011	8272
2690	72039	8245
2691	72069	8218
2692	72094	8191
2693	72120	8165
2694	72147	8138
2695	72173	8111
2696	72204	8085
2697	72230	8058
2698	72255	8031
2699	72283	8004
2700	72309	7977
2701	72336	7951
2702	72362	7924
2703	72390	7897
2704	72415	7870
2705	72450	7844
2706	72492	7819
2707	72526	7793
2708	72554	7766
2709	72580	7740
2710	72608	7713
2711	72636	7686
2712	72662	7660
2713	72690	7633
2714	72719	7606
2715	72746	7579
2716	72772	7553
2717	72800	7526
2718	72824	7499
2719	72849	7472
2720	72878	7445
2721	72907	7419
2722	72932	7392
2723	72964	7366
2724	72989	7339
2725	73016	7312
2726	73043	7285
2727	73081	7259
2728	73106	7232
2729	73139	7206
2730	73168	7180
2731	73196	7153
2732	73228	7127
2733	73265	7101
2734	73293	7074
2735	73319	7047
2736	73347	7021
2737	73369	6993
2738	73394	6966
2739	73420	6940
2740	73447	6913
2741	73472	6886
2742	73497	6859
2743	73522	6832
2744	73548	6805
2745	73574	6778
2746	73599	6751
2747	73624	6724
2748	73650	6697
2749	73675	6670
2750	73698	6643
2751	73723	6616
2752	73749	6590
2753	73776	6563
2754	73810	6537
2755	73835	6510
2756	73862	6483
2757	73887	6456
2758	73917	6429
2759	73941	6402
2760	73966	6375
2761	73989	6348
2762	74014	6321
2763	74041	6295
2764	74068	6268
2765	74093	6241
2766	74118	6214
2767	74143	6187
2768	74169	6160
2769	74196	6133
2770	74223	6107
2771	74250	6080
2772	74275	6053
2773	74300	6026
2774	74329	5999
2775	74357	5973
2776	74382	5946
2777	74410	5919
2778	74431	5892
2779	74458	5865
2780	74483	5838
2781	74511	5812
2782	74536	5785
2783	74563	5758
2784	74590	5731
2785	74618	5704
2786	74645	5678
2787	74672	5651
2788	74697	5624
2789	74723	5597
2790	74750	5570
2791	74775	5543
2792	74805	5517
2793	74833	5490
2794	74860	5463
2795	74885	5436
2796	74911	5410
2797	74940	5383
2798	74974	5357
2799	75004	5330
2800	75039	5304
2801	75075	5278
2802	75112	5252
2803	75138	5225
2804	75165	5198
2805	75193	5171
2806	75217	5144
2807	75243	5118
2808	75271	5091
2809	75297	5064
2810	75320	5037
2811	75345	5010
2812	75372	4983
2813	75401	4957
2814	75427	4930
2815	75452	4903
2816	75477	4876
2817	75502	4849
2818	75527	4822
2819	75555	4795
2820	75583	4769
2821	75609	4742
2822	75634	4715
2823	75661	4688
2824	75688	4661
2825	75716	4635
2826	75743	4608
2827	75770	4581
2828	75794	4554
2829	75817	4527
2830	75846	4500
2831	75871	4474
2832	75900	4447
2833	75924	4420
2834	75952	4393
2835	75977	4366
2836	76004	4340
2837	76029	4313
2838	76056	4286
2839	76083	4259
2840	76110	4232
2841	76136	4205
2842	76166	4179
2843	76193	4152
2844	76219	4125
2845	76244	4098
2846	76270	4072
2847	76294	4045
2848	76320	4018
2849	76346	3991
2850	76373	3964
2851	76401	3937
2852	76426	3911
2853	76453	3884
2854	76478	3857
2855	76502	3830
2856	76527	3803
2857	76556	3776
2858	76578	3749
2859	76604	3723
2860	76628	3696
2861	76654	3669
2862	76681	3642
2863	76706	3615
2864	76730	3588
2865	76757	3562
2866	76783	3535
2867	76811	3508
2868	76838	3481
2869	76863	3454
2870	76891	3428
2871	76920	3401
2872	76947	3374
2873	76972	3347
2874	76998	3320
2875	77026	3294
2876	77053	3267
2877	77083	3240
2878	77108	3213
2879	77127	3186
2880	77156	3160
2881	77192	3133
2882	77222	3107
2883	77255	3080
2884	77287	3053
2885	77320	3027
2886	77361	3001
2887	77390	2974
2888	77414	2947
2889	77440	2920
2890	77467	2893
2891	77492	2867
2892	77516	2840
2893	77544	2813
2894	77569	2786
2895	77594	2759
2896	77618	2732
2897	77642	2705
2898	77668	2679
2899	77694	2652
2900	77719	2625
2901	77747	2598
2902	77771	2571
2903	77797	2545
2904	77822	2518
2905	77849	2491
2906	77879	2464
2907	77908	2437
2908	77936	2411
2909	77963	2384
2910	77992	2357
2911	78016	2330
2912	78040	2303
2913	78066	2277
2914	78091	2250
2915	78116	2223
2916	78141	2196
2917	78167	2169
2918	78193	2143
2919	78219	2116
2920	78247	2089
2921	78275	2062
2922	78304	2035
2923	78330	2009
2924	78356	1982
2925	78384	1955
2926	78410	1928
2927	78435	1901
2928	78459	1875
2929	78487	1848
2930	78512	1821
2931	78538	1794
2932	78565	1767
2933	78592	1741
2934	78619	1714
2935	78648	1687
2936	78677	1660
2937	78704	1634
2938	78731	1607
2939	78760	1580
2940	78787	1553
2941	78814	1526
2942	78841	1500
2943	78869	1473
2944	78894	1446
2945	78919	1419
2946	78943	1392
2947	78967	1366
2948	78995	1339
2949	79025	1312
2950	79059	1285
2951	79093	1259
2952	79128	1232
2953	79169	1206
2954	79200	1179
2955	79223	1152
2956	79249	1125
2957	79278	1098
2958	79305	1072
2959	79331	1045
2960	79359	1018
2961	79386	991
2962	79415	964
2963	79440	938
2964	79467	911
2965	79491	884
2966	79518	857
2967	79542	830
2968	79566	803
2969	79595	777
2970	79625	750
2971	79653	723
2972	79680	696
2973	79706	670
2974	79733	643
2975	79760	616
2976	79785	589
2977	79813	562
2978	79837	536
2979	79864	509
2980	79891	482
2981	79917	455
2982	79942	428
2983	79971	402
2984	79999	375
2985	80029	348
2986	80053	321
2987	80079	294
2988	80103	267
2989	80130	241
2990	80158	214
2991	80185	187
2992	80210	160
2993	80237	133
2994	80263	107
2995	80289	80
2996	80317	53
2997	80344	26
2998	80367	0
