iter	Logloss
396	0.2647217975
397	0.264642403
398	0.2645424307
399	0.2644936443
400	0.2644419062
401	0.2643894827
402	0.2643340514
403	0.2642934161
404	0.2641946978
405	0.2641285678
406	0.2640922567
407	0.2640439193
408	0.2639194199
409	0.2638825312
410	0.2638031594
411	0.263761601
412	0.2637211374
413	0.2636272075
414	0.2635920176
415	0.2635641269
416	0.2635041842
417	0.2634130422
418	0.2633679928
419	0.2632910966
420	0.2632436466
421	0.2632086694
422	0.2631381483
423	0.2630397332
424	0.2629736452
425	0.2628763692
426	0.2628289427
427	0.2627764675
428	0.2627320675
429	0.2626777305
430	0.2625832896
431	0.2625256775
432	0.2624785206
433	0.2623774024
434	0.2623383052
435	0.2623010977
436	0.2622201468
437	0.2621905836
438	0.2620931515
439	0.2620105939
440	0.2619916823
441	0.261941462
442	0.26188927
443	0.2618409299
444	0.2617788625
445	0.2617385428
446	0.2616492322
447	0.2615896924
448	0.2614983076
449	0.2614564042
450	0.2614214106
451	0.2613702534
452	0.2612924113
453	0.2612064558
454	0.2611638793
455	0.2611300857
456	0.2610697055
457	0.2610340428
458	0.2609894409
459	0.2609575688
460	0.2608943682
461	0.2608659677
462	0.2608001263
463	0.2607149197
464	0.2606527247
465	0.260602147
466	0.2605447441
467	0.2605110262
468	0.2604796461
469	0.2604221288
470	0.2603962642
471	0.260356645
472	0.2603224025
473	0.2602525947
474	0.2602035453
475	0.2601714928
476	0.2601081183
477	0.2600689843
478	0.2600507255
479	0.2599744465
480	0.2599178799
481	0.259844316
482	0.2597671172
483	0.2597220772
484	0.2596884706
485	0.2596129831
486	0.2595749823
487	0.2595130454
488	0.259437608
489	0.2593594472
490	0.2592727133
491	0.2592023847
492	0.2591321339
493	0.2590763862
494	0.2590332421
495	0.2589611113
496	0.2589367224
497	0.2588818885
498	0.2588534835
499	0.2588091894
500	0.2587421553
501	0.2586518555
502	0.2586144278
503	0.2585918823
504	0.2585453875
505	0.2585171629
506	0.2584781446
507	0.2584596118
508	0.258419058
509	0.2583588709
510	0.2583278822
511	0.2582989531
512	0.2582791247
513	0.2582223211
514	0.2581680547
515	0.2581176593
516	0.2580642273
517	0.2579776352
518	0.2579358063
519	0.2578704538
520	0.2578353
521	0.2577800702
522	0.2577199928
523	0.2576330634
524	0.2576139937
525	0.2575939311
526	0.2575307778
527	0.25748401
528	0.257425299
529	0.2573829754
530	0.2573333081
531	0.2572782019
532	0.2572481268
533	0.2571955176
534	0.2571296193
535	0.2570404392
536	0.2570040769
537	0.2569742522
538	0.2569587505
539	0.2569305088
540	0.2568881497
541	0.256844058
542	0.2567980227
543	0.2567699293
544	0.256712461
545	0.2566715587
546	0.2566101693
547	0.256500473
548	0.2564148905
549	0.2563758225
550	0.2562996062
551	0.2562106115
552	0.256161361
553	0.2561226425
554	0.256049345
555	0.2560278765
556	0.2559854468
557	0.2559470955
558	0.2559296787
559	0.2558813952
560	0.2558024353
561	0.2557369756
562	0.2556578598
563	0.2556202273
564	0.2555643641
565	0.2555160241
566	0.2554625286
567	0.2554279093
568	0.2554056007
569	0.2553807309
570	0.2553358404
571	0.2553090823
572	0.2552666841
573	0.2552259676
574	0.2551868791
575	0.2551384949
576	0.2550925806
577	0.2550519964
578	0.2550173964
579	0.2549471515
580	0.2548877525
581	0.2548496586
582	0.2547885009
583	0.2547190227
584	0.254652242
585	0.2546199552
586	0.2545460958
587	0.2545103156
588	0.2544756522
589	0.2544373379
590	0.2543802695
591	0.2543097741
592	0.254255041
593	0.2541899758
594	0.2541725997
595	0.2540933949
596	0.2540634118
597	0.2540434213
598	0.2540285284
599	0.2539788491
600	0.2539397914
601	0.2538906596
602	0.2538521053
603	0.2538265609
604	0.253794255
605	0.2537679558
606	0.2537244272
607	0.2536679513
608	0.2535986996
609	0.2535498309
610	0.253525597
611	0.2534835435
612	0.2534473516
613	0.2534008029
614	0.2533717385
615	0.2533263795
616	0.2532985901
617	0.2532522372
618	0.2532208795
619	0.2531641845
620	0.2530889023
621	0.2530326198
622	0.2529806015
623	0.2529068151
624	0.2528711632
625	0.2528103456
626	0.2527558254
627	0.2527144403
628	0.2526521692
629	0.2525995805
630	0.252582595
631	0.2525399597
632	0.2525119591
633	0.2524685537
634	0.2524351571
635	0.2524091447
636	0.2523762178
637	0.2523601818
638	0.2522861036
639	0.2522348194
640	0.2522081889
641	0.2521720941
642	0.2521249133
643	0.2520824314
644	0.2520526471
645	0.2520368877
646	0.2520111263
647	0.2519894746
648	0.2519602916
649	0.2519270416
650	0.2518675804
651	0.2518544701
652	0.2518188423
653	0.2517746166
654	0.2517203637
655	0.2516743162
656	0.2516373597
657	0.2516106408
658	0.2515748514
659	0.2515547587
660	0.2515267425
661	0.2514878311
662	0.251438064
663	0.2514001275
664	0.2513521839
665	0.2512984248
666	0.2512583327
667	0.2512186279
668	0.2511919333
669	0.2511799733
670	0.2511573823
671	0.2511181027
672	0.2510596811
673	0.2509906316
674	0.2509573647
675	0.2509123155
676	0.2508452738
677	0.2508114485
678	0.250786849
679	0.250732662
680	0.2506834904
681	0.2506476714
682	0.2505950308
683	0.2505566089
684	0.2504937539
685	0.2504563215
686	0.2504278068
687	0.2504041546
688	0.2503807876
689	0.2503420256
690	0.25032193
691	0.250278802
692	0.2502327605
693	0.250218021
694	0.2501792342
695	0.2501552766
696	0.250110579
697	0.2500781226
698	0.2500421215
699	0.2500228001
700	0.2499934988
701	0.2499600382
702	0.2499264951
703	0.2498977515
704	0.2498669769
705	0.2498517117
706	0.2498115843
707	0.2497581226
708	0.24972893
709	0.249702697
710	0.2496723384
711	0.2496425717
712	0.2496068962
713	0.2495842559
714	0.2495571655
715	0.2495203746
716	0.2495013735
717	0.2494750786
718	0.2494443805
719	0.2494323759
720	0.2493880766
721	0.2493374309
722	0.249273827
723	0.2492534439
724	0.2492316384
725	0.2491850315
726	0.2491465949
727	0.2491137059
728	0.2490859202
729	0.2490595778
730	0.2490224889
731	0.248992921
732	0.2489785917
733	0.2489537014
734	0.2489407237
735	0.2488940649
736	0.2488734989
737	0.248841935
738	0.2488062452
739	0.2487747136
740	0.2487502029
741	0.2486900768
742	0.248610925
743	0.2485625865
744	0.2485255842
745	0.2484736043
746	0.2484361393
747	0.2483930859
748	0.2483624368
749	0.2483373904
750	0.2483191504
751	0.2482958214
752	0.2482849347
753	0.2482586437
754	0.2482312775
755	0.2481919112
756	0.2481653156
757	0.2481368593
758	0.2481084734
759	0.2480772776
760	0.2480426418
761	0.2480297814
762	0.2479893029
763	0.2479494531
764	0.2479061876
765	0.2478467904
766	0.2478068768
767	0.2477635439
768	0.247733965
769	0.2477118337
770	0.2476919988
771	0.2476710702
772	0.2476537858
773	0.247625509
774	0.2475921331
775	0.247547446
776	0.2475204921
777	0.2475098774
778	0.2474850749
779	0.2474702235
780	0.2474461939
781	0.247425256
782	0.2474001828
783	0.2473746463
784	0.2473457388
785	0.24729419
786	0.247253963
787	0.2472395359
788	0.2472263396
789	0.2471937915
790	0.247167297
791	0.2471386537
792	0.2471039746
793	0.2470846475
794	0.2470523936
795	0.2470209296
796	0.2469726476
797	0.246930482
798	0.2469000216
799	0.2468838041
800	0.2468561014
801	0.2468294762
802	0.2468166347
803	0.2467214246
804	0.2466752442
805	0.2466231508
806	0.2465968216
807	0.2465813966
808	0.2465548378
809	0.2465250914
810	0.2464980979
811	0.2464757027
812	0.2464509436
813	0.2464259149
814	0.2464144863
815	0.2463897572
816	0.2463717593
817	0.2463265721
818	0.2462962768
819	0.2462611151
820	0.2462478666
821	0.2462301333
822	0.2461984882
823	0.2461740461
824	0.2461480714
825	0.2461339011
826	0.2460640802
827	0.2459821426
828	0.245954129
829	0.2459221565
830	0.2459066333
831	0.2458601469
832	0.245848307
833	0.2458059858
834	0.2457912698
835	0.2457681499
836	0.2457421719
837	0.2457197847
838	0.245702245
839	0.2456724326
840	0.245653311
841	0.2456154438
842	0.2456052224
843	0.2455775862
844	0.245539179
845	0.2455081766
846	0.2454684629
847	0.2454322962
848	0.2453921503
849	0.2453690687
850	0.2453339662
851	0.245306565
852	0.2452980671
853	0.245215383
854	0.2451893679
855	0.2451551889
856	0.2450963856
857	0.2450729693
858	0.2450476565
859	0.2450324678
860	0.2450061829
861	0.2449843431
862	0.2449516494
863	0.2449377542
864	0.244917593
865	0.2449010308
866	0.2448580845
867	0.2447835667
868	0.2447626665
869	0.2447362689
870	0.2447045666
871	0.2446839346
872	0.2446484586
873	0.2446255644
874	0.2446027559
875	0.2445634691
876	0.2445382366
877	0.2445287524
878	0.2445005035
879	0.2444889434
880	0.244459175
881	0.2444420931
882	0.2444201485
883	0.2443813573
884	0.2443563739
885	0.2443291033
886	0.2442963922
887	0.2442606026
888	0.2442418504
889	0.2442257187
890	0.2441954114
891	0.2441746255
892	0.2441466152
893	0.2441264971
894	0.2440928275
895	0.2440202506
896	0.2439749324
897	0.2439340235
898	0.2439127665
899	0.2439001243
900	0.2438666626
901	0.2438014447
902	0.2437869773
903	0.2437654744
904	0.2437498538
905	0.2437354227
906	0.2437219148
907	0.2436980773
908	0.2436735247
909	0.2436490586
910	0.2436120391
911	0.2435785307
912	0.2435349633
913	0.2435055187
914	0.2434918221
915	0.2434758307
916	0.2434569913
917	0.2434338839
918	0.243416138
919	0.2434021161
920	0.243373891
921	0.2432925393
922	0.2432815943
923	0.2432617992
924	0.2432520639
925	0.2432291477
926	0.243196671
927	0.2431834302
928	0.2431558685
929	0.2431270975
930	0.2430935438
931	0.2430510624
932	0.2430286954
933	0.2430000276
934	0.2429851165
935	0.2429722745
936	0.2429567106
937	0.242937541
938	0.242918499
939	0.2428778774
940	0.2428590463
941	0.2428471062
942	0.2428268353
943	0.2428027308
944	0.2427709036
945	0.242755539
946	0.2427341153
947	0.2427040986
948	0.2426405029
949	0.2426142556
950	0.2426008614
951	0.2425838113
952	0.2425591245
953	0.2425472489
954	0.2425151276
955	0.2424924358
956	0.242451397
957	0.2423849364
958	0.2423761557
959	0.2423547084
960	0.2423183027
961	0.2422912245
962	0.2422763758
963	0.242255779
964	0.2422194604
965	0.2421950267
966	0.2421824498
967	0.2421651275
968	0.242132169
969	0.242111589
970	0.2420710083
971	0.2420329671
972	0.2420019819
973	0.2419887424
974	0.2419704446
975	0.2419500473
976	0.241932322
977	0.2419147867
978	0.241892185
979	0.2418743988
980	0.2418612422
981	0.2418343964
982	0.2418046145
983	0.241767902
984	0.2417551276
985	0.2417334287
986	0.2417131661
987	0.2416935619
988	0.2416762255
989	0.2416561502
990	0.2416391504
991	0.2415924647
992	0.241554524
993	0.2415429457
994	0.2415215222
995	0.241495644
996	0.2414800902
997	0.2414502767
998	0.2414381887
999	0.2414240191
1000	0.2414108994
1001	0.2413991418
1002	0.2413831874
1003	0.2413651074
1004	0.2413099973
1005	0.2412681201
1006	0.241254618
1007	0.2412347246
1008	0.2412121255
1009	0.2411998509
1010	0.2411866345
1011	0.2411664968
1012	0.2411440135
1013	0.2411279807
1014	0.2410971313
1015	0.2410734286
1016	0.2410395656
1017	0.2410212329
1018	0.2410106098
1019	0.2409908525
1020	0.2409693904
1021	0.2409492381
1022	0.2409316712
1023	0.2408975196
1024	0.2408571055
1025	0.2408465653
1026	0.2408364181
1027	0.240818045
1028	0.2408023493
1029	0.2407614897
1030	0.2407266649
1031	0.240700525
1032	0.2406875356
1033	0.2406689385
1034	0.2406467719
1035	0.2406345069
1036	0.2406181633
1037	0.2405461611
1038	0.2405286235
1039	0.2404998988
1040	0.2404625117
1041	0.2404422527
1042	0.2404233494
1043	0.2404051883
1044	0.2403794654
1045	0.2403667461
1046	0.2403510619
1047	0.2403177208
1048	0.240293565
1049	0.2402289991
1050	0.2402190068
1051	0.2402002371
1052	0.2401767158
1053	0.2401662852
1054	0.2401551617
1055	0.2401401742
1056	0.2401138953
1057	0.2400833169
1058	0.2400554188
1059	0.2400401546
1060	0.2399822906
1061	0.2399493945
1062	0.2399269731
1063	0.2399092379
1064	0.2398965692
1065	0.2398705044
1066	0.2398444832
1067	0.239825306
1068	0.2398074935
1069	0.2397856925
1070	0.2397744648
1071	0.2397620598
1072	0.2397468511
1073	0.2397201929
1074	0.2396890791
1075	0.2396272749
1076	0.2396116362
1077	0.2395974281
1078	0.2395846407
1079	0.2395571233
1080	0.2395390319
1081	0.2395230705
1082	0.2395106608
1083	0.239460659
1084	0.2394010608
1085	0.2393785693
1086	0.2393556656
1087	0.2393308441
1088	0.2393151324
1089	0.2392875796
1090	0.2392712075
1091	0.2392300139
1092	0.2392101977
1093	0.2391879845
1094	0.2391762832
1095	0.2391581256
1096	0.2391448208
1097	0.2391259962
1098	0.2391077433
1099	0.2390945063
1100	0.239082918
1101	0.2390647466
1102	0.2390557258
1103	0.2390331374
1104	0.2390169354
1105	0.2389884961
1106	0.2389649799
1107	0.2389407323
1108	0.2389181478
1109	0.238890922
1110	0.2388646122
1111	0.2388429814
1112	0.2388341416
1113	0.2388075452
1114	0.2387811613
1115	0.2387548382
1116	0.2387345152
1117	0.2387146484
1118	0.2387014666
1119	0.2386930029
1120	0.2386800039
1121	0.2386686862
1122	0.2386518085
1123	0.2386369621
1124	0.2386194483
1125	0.2385865591
1126	0.2385718946
1127	0.2385461978
1128	0.2385323519
1129	0.2385133734
1130	0.2384931355
1131	0.238479967
1132	0.2384509006
1133	0.2384326714
1134	0.2384125362
1135	0.2383934142
1136	0.2383715473
1137	0.2383604211
1138	0.2383455885
1139	0.2383277574
1140	0.2383167378
1141	0.238297286
1142	0.2382851685
1143	0.2382628959
1144	0.2382402502
1145	0.2382229889
1146	0.2381983478
1147	0.2381429758
1148	0.2381155445
1149	0.2381012401
1150	0.2380888826
1151	0.2380723572
1152	0.2380583672
1153	0.2380297361
1154	0.2380100422
1155	0.2380004634
1156	0.2379798727
1157	0.2379654575
1158	0.2379355999
1159	0.2379222232
1160	0.2378909773
1161	0.2378673569
1162	0.2378393097
1163	0.2378269863
1164	0.2378116343
1165	0.2377768789
1166	0.2377352111
1167	0.2377182217
1168	0.2377054675
1169	0.237674039
1170	0.2376615191
1171	0.2376397134
1172	0.2376081061
1173	0.2375909462
1174	0.2375775301
1175	0.2375621578
1176	0.2375430209
1177	0.2375218073
1178	0.2374968299
1179	0.2374847831
1180	0.2374742837
1181	0.2374353729
1182	0.2374090356
1183	0.2373888447
1184	0.2373773506
1185	0.237349896
1186	0.2373230453
1187	0.2372888893
1188	0.237271859
1189	0.2372469672
1190	0.2372394282
1191	0.2372151118
1192	0.237207197
1193	0.2371988434
1194	0.2371813103
1195	0.237164514
1196	0.2371465978
1197	0.2371319824
1198	0.2371145662
1199	0.2370823356
1200	0.2370252067
1201	0.2369870442
1202	0.2369781519
1203	0.2369599673
1204	0.2369416604
1205	0.2369063711
1206	0.2368915513
1207	0.2368722813
1208	0.2368564812
1209	0.2368312882
1210	0.2368216269
1211	0.2368055024
1212	0.2367788112
1213	0.2367588235
1214	0.2367389419
1215	0.2367255861
1216	0.2367095804
1217	0.2366996799
1218	0.2366744798
1219	0.2366426355
1220	0.2366226812
1221	0.2366159938
1222	0.2365986337
1223	0.2365801259
1224	0.2365653857
1225	0.2365525338
1226	0.2365378024
1227	0.236525138
1228	0.2365141242
1229	0.2364994123
1230	0.2364885883
1231	0.2364635866
1232	0.2364421045
1233	0.2364199935
1234	0.2364126232
1235	0.2363899731
1236	0.2363718642
1237	0.2363569176
1238	0.2363428546
1239	0.2363092784
1240	0.236287325
1241	0.2362539742
1242	0.2361998134
1243	0.2361839433
1244	0.2361604727
1245	0.2361498708
1246	0.2361315074
1247	0.236117406
1248	0.2361087089
1249	0.2360947345
1250	0.2360441725
1251	0.2360287011
1252	0.2360116772
1253	0.2359856749
1254	0.2359761802
1255	0.2359682119
1256	0.2359515377
1257	0.235933796
1258	0.2359202951
1259	0.2359064583
1260	0.2358830896
1261	0.2358516677
1262	0.2358344352
1263	0.2358185357
1264	0.2358003523
1265	0.2357818255
1266	0.2357604598
1267	0.2357147046
1268	0.2357021783
1269	0.2356703967
1270	0.2356615696
1271	0.2356362523
1272	0.2356252985
1273	0.2356083477
1274	0.2355905296
1275	0.2355837642
1276	0.2355723179
1277	0.2355502495
1278	0.2355346107
1279	0.2355241848
1280	0.2355092666
1281	0.2354974512
1282	0.2354780835
1283	0.2354620791
1284	0.2354497398
1285	0.2354369577
1286	0.2354222245
1287	0.2353998292
1288	0.2353835717
1289	0.235359042
1290	0.2353482845
1291	0.2353324568
1292	0.2352870895
1293	0.23525726
1294	0.2352421218
1295	0.2352209663
1296	0.2352059897
1297	0.2351852828
1298	0.2351679697
1299	0.2351544208
1300	0.2351435252
1301	0.2351227485
1302	0.2350996629
1303	0.2350842039
1304	0.235073837
1305	0.2350563502
1306	0.2350228374
1307	0.2350010618
1308	0.234981489
1309	0.2349726253
1310	0.2349580637
1311	0.2349428177
1312	0.2349225806
1313	0.2348807072
1314	0.2348610392
1315	0.2348330346
1316	0.2348031762
1317	0.2347799334
1318	0.2347657405
1319	0.2347516412
1320	0.2347408874
1321	0.2347293091
1322	0.2347194019
1323	0.2347045791
1324	0.2346889977
1325	0.2346792538
1326	0.2346685447
1327	0.2346583142
1328	0.2346449024
1329	0.2346362371
1330	0.2346261986
1331	0.2346128542
1332	0.234601905
1333	0.2345910965
1334	0.2345763592
1335	0.2345595481
1336	0.2345476626
1337	0.2345269665
1338	0.2345159404
1339	0.2345067578
1340	0.2344971496
1341	0.2344875562
1342	0.234467491
1343	0.2344543452
1344	0.2344442377
1345	0.2344338417
1346	0.234418535
1347	0.2343954643
1348	0.2343862672
1349	0.2343617418
1350	0.2343290606
1351	0.2343147461
1352	0.23430152
1353	0.2342852466
1354	0.2342728611
1355	0.2342583243
1356	0.234238103
1357	0.2342260074
1358	0.2342112638
1359	0.2341781493
1360	0.2341577285
1361	0.2341186495
1362	0.2341036253
1363	0.2340903937
1364	0.2340842101
1365	0.2340750106
1366	0.2340612586
1367	0.2340503776
1368	0.2340417032
1369	0.234033223
1370	0.2340130083
1371	0.2339946993
1372	0.2339744356
1373	0.2339643099
1374	0.2339453939
1375	0.2339321259
1376	0.2339140479
1377	0.2338868867
1378	0.2338572796
1379	0.2338455631
1380	0.2338232672
1381	0.2337990953
1382	0.2337848053
1383	0.2337691112
1384	0.2337559871
1385	0.233742762
1386	0.2337329911
1387	0.2337172855
1388	0.2337087303
1389	0.2336989246
1390	0.2336896206
1391	0.2336771103
1392	0.2336673212
1393	0.2336588605
1394	0.2336483041
1395	0.2336397292
1396	0.2336267417
1397	0.2336051022
1398	0.2335892186
1399	0.2335789166
1400	0.2335665373
1401	0.2335554998
1402	0.2335432707
1403	0.2335215484
1404	0.2334987249
1405	0.2334708795
1406	0.2334568029
1407	0.2334405966
1408	0.2334263933
1409	0.2334105543
1410	0.2333965324
1411	0.2333764064
1412	0.2333628238
1413	0.2333508639
1414	0.2333428064
1415	0.2333253545
1416	0.2333074907
1417	0.2332883206
1418	0.2332745613
1419	0.2332617089
1420	0.2332517757
1421	0.2332333497
1422	0.233209314
1423	0.2331917383
1424	0.2331546633
1425	0.2331324168
1426	0.23311949
1427	0.2331104794
1428	0.233093784
1429	0.2330663698
1430	0.2330564936
1431	0.233033382
1432	0.2330275343
1433	0.233012608
1434	0.233001204
1435	0.2329764071
1436	0.2329414408
1437	0.2329191444
1438	0.2329092354
1439	0.2328992777
1440	0.2328836163
1441	0.2328688685
1442	0.2328432023
1443	0.2328338347
1444	0.2328121493
1445	0.2327945653
1446	0.2327846734
1447	0.2327756915
1448	0.2327456131
1449	0.23271309
1450	0.2326933854
1451	0.2326783312
1452	0.2326641954
1453	0.2326527805
1454	0.2326437971
1455	0.2326330534
1456	0.2326182196
1457	0.2326094129
1458	0.2325977512
1459	0.232586467
1460	0.2325736646
1461	0.2325491455
1462	0.2325420703
1463	0.2325328559
1464	0.2325217923
1465	0.2325101604
1466	0.2324881985
1467	0.2324759471
1468	0.2324627501
1469	0.2324435427
1470	0.2324288731
1471	0.2324041836
1472	0.2323727557
1473	0.2323534679
1474	0.2323383143
1475	0.2323119356
1476	0.2322980769
1477	0.2322872975
1478	0.2322681781
1479	0.2322605313
1480	0.2322492597
1481	0.2322403005
1482	0.232222234
1483	0.2322009859
1484	0.2321870691
1485	0.2321730371
1486	0.2321536816
1487	0.2321439914
1488	0.2321293274
1489	0.2321188848
1490	0.2321040629
1491	0.2320925765
1492	0.2320723285
1493	0.2320519161
1494	0.2320394735
1495	0.2320245231
1496	0.2320140051
1497	0.2319970598
1498	0.2319905664
1499	0.2319749604
1500	0.2319696499
1501	0.2319590321
1502	0.2319518052
1503	0.2319328342
1504	0.2319200878
1505	0.2318906897
1506	0.2318743613
1507	0.2318563674
1508	0.2318288987
1509	0.2318099427
1510	0.2317952278
